	UMAP1	UMAP2
293T_TFF1_DNA_Pool-2_11B:0H:S5:02	0.42309302	8.468249
293T_TFF1_DNA_Pool-2_11B:0M:C0:11	-1.2736166	6.537721
293T_TFF1_DNA_Pool-2_11B:0Q:54:04	0.8891479	7.6416855
293T_TFF1_DNA_Pool-2_11B:0T:E8:11	1.4976088	8.55095
293T_TFF1_DNA_Pool-2_11B:0T:H4:11	0.004309343	7.7406597
293T_TFF1_DNA_Pool-2_11B:0T:K2:11	-1.2801442	10.17527
293T_TFF1_DNA_Pool-2_11B:0T:N8:11	-1.5403165	10.936626
293T_TFF1_DNA_Pool-2_11B:0X:0J:03	-1.2133354	7.044401
293T_TFF1_DNA_Pool-2_11B:0X:0N:04	-2.1657147	6.899727
293T_TFF1_DNA_Pool-2_11B:0X:46:10	0.6408821	9.238597
293T_TFF1_DNA_Pool-2_11B:0X:69:11	0.20255056	5.7273684
293T_TFF1_DNA_Pool-2_11B:0X:E6:04	1.7579622	8.166545
293T_TFF1_DNA_Pool-2_11B:0X:G1:11	-2.376004	6.936696
293T_TFF1_DNA_Pool-2_11B:0X:G2:04	-0.3173072	7.2893343
293T_TFF1_DNA_Pool-2_11B:0X:L6:04	-1.258127	10.693303
293T_TFF1_DNA_Pool-2_11B:0X:M8:11	-2.1111825	5.958331
293T_TFF1_DNA_Pool-2_11B:0X:S9:12	0.18246377	9.130627
293T_TFF1_DNA_Pool-2_11B:0X:T0:11	-0.49782416	9.796712
293T_TFF1_DNA_Pool-2_11B:0Y:0B:04	-0.7515594	8.190944
293T_TFF1_DNA_Pool-2_11B:0Y:14:02	-0.92244667	10.065069
293T_TFF1_DNA_Pool-2_11B:0Y:56:11	-2.8560815	9.114603
293T_TFF1_DNA_Pool-2_11B:0Y:B0:11	0.9473667	9.2346
293T_TFF1_DNA_Pool-2_11B:0Y:G0:06	2.2588239	8.17712
293T_TFF1_DNA_Pool-2_11B:0Y:L4:04	-2.1536448	9.525845
293T_TFF1_DNA_Pool-2_11B:0Y:T0:04	-0.97234	7.651644
293T_TFF1_DNA_Pool-2_11B:24:T4:04	-2.573258	6.8875775
293T_TFF1_DNA_Pool-2_11B:27:37:04	-1.3416992	8.290379
293T_TFF1_DNA_Pool-2_11B:32:U1:04	-0.81945246	6.6243362
293T_TFF1_DNA_Pool-2_11B:36:34:11	-0.6684502	7.9359365
293T_TFF1_DNA_Pool-2_11B:39:84:11	-0.0019717673	8.368315
293T_TFF1_DNA_Pool-2_11B:39:K1:04	-0.45716503	10.643511
293T_TFF1_DNA_Pool-2_11B:44:I2:11	-0.09239799	11.160394
293T_TFF1_DNA_Pool-2_11B:44:P0:04	0.3711253	9.968691
293T_TFF1_DNA_Pool-2_11B:47:0N:11	-1.2547176	10.451468
293T_TFF1_DNA_Pool-2_11B:47:78:04	1.0493574	9.017039
293T_TFF1_DNA_Pool-2_11B:47:E1:04	-1.0583352	10.17539
293T_TFF1_DNA_Pool-2_11B:47:J6:03	0.054218363	6.3158183
293T_TFF1_DNA_Pool-2_11B:47:P0:01	-1.8085921	8.00372
293T_TFF1_DNA_Pool-2_11B:47:T8:04	-1.6759652	6.5485954
293T_TFF1_DNA_Pool-2_11B:51:0K:11	-1.3528128	9.322819
293T_TFF1_DNA_Pool-2_11B:55:E2:04	-1.2843376	10.083624
293T_TFF1_DNA_Pool-2_11B:59:B8:04	-2.1923833	6.6098347
293T_TFF1_DNA_Pool-2_11B:60:E2:04	0.39004898	6.1866603
293T_TFF1_DNA_Pool-2_11B:63:33:11	-0.49568686	8.498321
293T_TFF1_DNA_Pool-2_11B:63:P0:01	0.63542116	6.8613405
293T_TFF1_DNA_Pool-2_11B:64:M8:02	-1.2149886	10.0211315
293T_TFF1_DNA_Pool-2_11B:67:Q0:04	-0.91276425	8.979167
293T_TFF1_DNA_Pool-2_11B:71:G2:03	-0.35224742	9.888325
293T_TFF1_DNA_Pool-2_11B:72:E2:11	1.6036503	9.809807
293T_TFF1_DNA_Pool-2_11B:72:K1:11	-0.32174024	8.914614
293T_TFF1_DNA_Pool-2_11B:72:X7:03	1.9802679	7.850036
293T_TFF1_DNA_Pool-2_11B:72:Y6:03	-0.8145047	8.922884
293T_TFF1_DNA_Pool-2_11B:75:M4:04	-1.9367709	8.955592
293T_TFF1_DNA_Pool-2_11B:80:54:04	0.9221473	7.737471
293T_TFF1_DNA_Pool-2_11B:87:O6:11	0.8007294	9.900166
293T_TFF1_DNA_Pool-2_11B:95:0J:11	-0.8215199	10.533261
293T_TFF1_DNA_Pool-2_11B:95:G4:11	-1.316368	9.917351
293T_TFF1_DNA_Pool-2_11B:95:G8:12	-1.7661763	8.279664
293T_TFF1_DNA_Pool-2_11B:95:H0:11	0.5771986	11.257965
293T_TFF1_DNA_Pool-2_11B:95:J3:03	-0.82524616	10.412676
293T_TFF1_DNA_Pool-2_11B:95:M8:04	-1.0726229	5.5927353
293T_TFF1_DNA_Pool-2_11B:95:P8:03	-0.87693805	9.450049
293T_TFF1_DNA_Pool-2_11B:95:P8:11	1.1956345	10.021918
293T_TFF1_DNA_Pool-2_11B:95:S5:02	-0.9802336	9.000917
293T_TFF1_DNA_Pool-2_11B:99:X3:11	-1.6566453	9.071594
293T_TFF1_DNA_Pool-2_11B:A7:G0:06	-0.70140326	8.770967
293T_TFF1_DNA_Pool-2_11B:A7:S1:03	1.8315117	7.6976333
293T_TFF1_DNA_Pool-2_11B:B1:O9:04	-2.5141819	7.799872
293T_TFF1_DNA_Pool-2_11B:B2:Y6:02	-1.233591	6.833494
293T_TFF1_DNA_Pool-2_11B:B6:A5:11	-2.0833886	9.224796
293T_TFF1_DNA_Pool-2_11B:B9:54:04	-1.3045638	6.408648
293T_TFF1_DNA_Pool-2_11B:D2:E2:04	0.5466579	5.5091696
293T_TFF1_DNA_Pool-2_11B:D9:P0:01	-2.2674413	7.982792
293T_TFF1_DNA_Pool-2_11B:E3:84:04	0.1000604	9.360896
293T_TFF1_DNA_Pool-2_11B:E3:B6:03	-2.9120307	8.153316
293T_TFF1_DNA_Pool-2_11B:E3:H0:11	1.4535097	9.2876625
293T_TFF1_DNA_Pool-2_11B:E3:M4:11	-1.5670862	9.182887
293T_TFF1_DNA_Pool-2_11B:E3:Q8:04	-1.4404893	10.1067095
293T_TFF1_DNA_Pool-2_11B:E3:S5:02	-1.9413006	8.133157
293T_TFF1_DNA_Pool-2_11B:E4:G4:04	-2.696694	8.752596
293T_TFF1_DNA_Pool-2_11B:E4:P0:01	-0.09750572	8.38939
293T_TFF1_DNA_Pool-2_11B:E4:Q0:11	-1.1465896	9.296441
293T_TFF1_DNA_Pool-2_11B:E4:T4:11	-1.2774187	7.687186
293T_TFF1_DNA_Pool-2_11B:F2:G0:06	-1.8767772	8.815618
293T_TFF1_DNA_Pool-2_11B:F2:O1:04	-1.7331017	8.363036
293T_TFF1_DNA_Pool-2_11B:F2:P0:04	-1.2592101	9.602979
293T_TFF1_DNA_Pool-2_11B:F2:T0:11	-0.2763236	6.699489
293T_TFF1_DNA_Pool-2_11B:F2:X7:11	-1.009435	10.1274
293T_TFF1_DNA_Pool-2_11B:G0:H6:03	-0.5247165	8.999724
293T_TFF1_DNA_Pool-2_11B:H1:46:11	-2.4309561	8.985863
293T_TFF1_DNA_Pool-2_11B:H2:28:11	-0.31934452	5.954305
293T_TFF1_DNA_Pool-2_11B:H9:98:03	0.9199338	7.7931023
293T_TFF1_DNA_Pool-2_11B:I7:0R:11	0.24270657	7.6285834
293T_TFF1_DNA_Pool-2_11B:I7:E1:04	1.4001611	9.078885
293T_TFF1_DNA_Pool-2_11B:J1:0N:04	0.49371338	6.742252
293T_TFF1_DNA_Pool-2_11B:J1:34:06	2.0811663	7.061602
293T_TFF1_DNA_Pool-2_11B:J1:F3:12	1.3417369	8.451542
293T_TFF1_DNA_Pool-2_11B:J1:H8:04	0.92297465	9.198974
293T_TFF1_DNA_Pool-2_11B:J1:V0:04	-0.22405541	8.557761
293T_TFF1_DNA_Pool-2_11B:J9:69:03	-0.55126506	7.653692
293T_TFF1_DNA_Pool-2_11B:L1:58:04	-1.5397537	10.100053
293T_TFF1_DNA_Pool-2_11B:L1:K5:11	0.17210944	9.816626
293T_TFF1_DNA_Pool-2_11B:L5:H2:11	-1.5683773	6.30251
293T_TFF1_DNA_Pool-2_11B:M3:32:04	1.0414901	7.5156198
293T_TFF1_DNA_Pool-2_11B:M3:I0:04	-0.79254544	11.173312
293T_TFF1_DNA_Pool-2_11B:M7:G0:06	1.0699823	10.667966
293T_TFF1_DNA_Pool-2_11B:M8:K2:11	-2.8507504	10.172982
293T_TFF1_DNA_Pool-2_11B:N1:G0:06	-0.21439494	11.337093
293T_TFF1_DNA_Pool-2_11B:N9:0R:11	0.012099502	8.037529
293T_TFF1_DNA_Pool-2_11B:N9:G0:06	-1.7119387	7.7445593
293T_TFF1_DNA_Pool-2_11B:N9:O2:03	2.0260198	7.1998653
293T_TFF1_DNA_Pool-2_11B:N9:T0:04	-0.64495057	10.692596
293T_TFF1_DNA_Pool-2_11B:N9:T8:04	-1.4517895	8.421648
293T_TFF1_DNA_Pool-2_11B:O3:S5:02	0.24442567	9.8782
293T_TFF1_DNA_Pool-2_11B:O4:D2:03	-0.27990675	9.323662
293T_TFF1_DNA_Pool-2_11B:O7:08:08	-0.6262974	6.2545085
293T_TFF1_DNA_Pool-2_11B:O7:E2:11	0.16317344	5.8163223
293T_TFF1_DNA_Pool-2_11B:O7:F8:11	-1.2296965	10.481035
293T_TFF1_DNA_Pool-2_11B:O7:G8:11	-0.2757888	7.799335
293T_TFF1_DNA_Pool-2_11B:P1:S1:03	-3.0540485	9.511909
293T_TFF1_DNA_Pool-2_11B:P2:E1:11	-2.5680823	6.8691072
293T_TFF1_DNA_Pool-2_11B:P9:T0:11	0.26782873	7.7613616
293T_TFF1_DNA_Pool-2_11B:Q0:02:11	0.024521086	6.9813666
293T_TFF1_DNA_Pool-2_11B:Q0:G2:03	-0.9720759	10.026741
293T_TFF1_DNA_Pool-2_11B:Q8:E2:11	-0.45892242	7.1840906
293T_TFF1_DNA_Pool-2_11B:R1:66:11	-0.3607785	7.763612
293T_TFF1_DNA_Pool-2_11B:R1:X7:09	-0.5868146	9.044913
293T_TFF1_DNA_Pool-2_11B:R5:D2:11	-1.4881948	7.5861917
293T_TFF1_DNA_Pool-2_11B:R5:Y5:04	1.5454557	6.52935
293T_TFF1_DNA_Pool-2_11B:R9:Q0:11	1.4369833	9.490632
293T_TFF1_DNA_Pool-2_11B:S7:0J:11	-0.85787094	11.125393
293T_TFF1_DNA_Pool-2_11B:S7:0N:04	-0.85287607	7.0222034
293T_TFF1_DNA_Pool-2_11B:S7:0V:03	0.6160735	6.742178
293T_TFF1_DNA_Pool-2_11B:S7:G4:01	0.9179175	9.667642
293T_TFF1_DNA_Pool-2_11B:S7:O9:11	-0.25573033	10.0543165
293T_TFF1_DNA_Pool-2_11B:S8:0F:01	0.27683038	11.160782
293T_TFF1_DNA_Pool-2_11B:S8:0V:04	1.3819993	8.333302
293T_TFF1_DNA_Pool-2_11B:T5:R7:11	-0.34391898	9.438928
293T_TFF1_DNA_Pool-2_11B:U4:F8:07	-1.8630425	10.987899
293T_TFF1_DNA_Pool-2_11B:U4:H4:11	1.4397649	9.76417
293T_TFF1_DNA_Pool-2_11B:U8:H3:11	-2.471328	7.3227167
293T_TFF1_DNA_Pool-2_11B:V6:50:03	1.049683	5.9762535
293T_TFF1_DNA_Pool-2_11B:V6:K2:03	0.08064093	9.791588
293T_TFF1_DNA_Pool-2_11B:V6:T4:04	-1.7970139	9.08193
293T_TFF1_DNA_Pool-2_11B:W3:54:11	-2.6211894	7.7082863
293T_TFF1_DNA_Pool-2_11B:W8:T0:11	-0.3161181	6.322165
293T_TFF1_DNA_Pool-2_11B:W8:X3:07	-2.0442314	9.10073
293T_TFF1_DNA_Pool-2_11B:X2:97:04	0.6653811	7.9943013
293T_TFF1_DNA_Pool-2_11B:X2:Q8:04	1.3304412	8.8580265
293T_TFF1_DNA_Pool-2_11B:X5:02:02	-1.690776	9.483024
293T_TFF1_DNA_Pool-2_11B:X5:0N:04	-0.23221125	9.124148
293T_TFF1_DNA_Pool-2_11B:X5:0R:04	0.25509694	5.840294
293T_TFF1_DNA_Pool-2_11B:X5:81:11	0.29418668	6.609876
293T_TFF1_DNA_Pool-2_11B:X5:A0:04	0.3102129	7.225878
293T_TFF1_DNA_Pool-2_11B:X5:D0:11	-2.2881875	7.662433
293T_TFF1_DNA_Pool-2_11B:X5:H4:04	-0.21723054	11.31283
293T_TFF1_DNA_Pool-2_11B:X5:K4:04	-1.752374	10.109284
293T_TFF1_DNA_Pool-2_11B:X5:L8:02	-2.082988	7.264018
293T_TFF1_DNA_Pool-2_11B:X5:M8:12	1.7169838	7.402368
293T_TFF1_DNA_Pool-2_11B:X5:R7:11	-2.2545617	8.178316
293T_TFF1_DNA_Pool-2_11B:X5:S5:02	-1.7816522	6.7865067
293T_TFF1_DNA_Pool-2_11B:X5:T7:11	1.9735239	7.729202
293T_TFF1_DNA_Pool-2_11B:X6:20:04	0.32205313	7.85828
293T_TFF1_DNA_Pool-2_11B:Y8:L6:09	-2.0488236	9.90225
293T_TFF1_DNA_Pool-2_11B:Z1:T0:11	-0.44640455	6.7983327
293T_TFF1_DNA_Pool-2_11B:Z2:I9:11	-0.78232855	7.7873764
293T_TFF1_DNA_Pool-2_11B:Z2:R3:11	-1.6778896	10.542408
293T_TFF1_DNA_Pool-2_11B:Z5:T4:04	-1.924371	6.3017726
293T_TFF1_DNA_Pool-2_11A:08:14:08	-0.85258377	9.513746
293T_TFF1_DNA_Pool-2_11A:0H:61:03	-1.2077835	7.2191405
293T_TFF1_DNA_Pool-2_11A:0H:N8:01	2.190639	7.3244214
293T_TFF1_DNA_Pool-2_11A:0I:Q4:01	2.475829	8.651978
293T_TFF1_DNA_Pool-2_11A:0X:17:05	-1.3197744	9.258649
293T_TFF1_DNA_Pool-2_11A:0X:84:06	-1.4100716	9.95334
293T_TFF1_DNA_Pool-2_11A:0X:G0:06	-0.81400096	9.652497
293T_TFF1_DNA_Pool-2_11A:0X:T2:06	-0.29982597	8.399238
293T_TFF1_DNA_Pool-2_11A:0Y:0J:06	-2.9691572	7.3174596
293T_TFF1_DNA_Pool-2_11A:0Y:0N:04	-1.6230024	10.734559
293T_TFF1_DNA_Pool-2_11A:0Y:G0:06	-1.1262683	8.233508
293T_TFF1_DNA_Pool-2_11A:0Y:G9:03	-0.07095996	8.652232
293T_TFF1_DNA_Pool-2_11A:0Y:I2:07	1.1542544	9.152043
293T_TFF1_DNA_Pool-2_11A:24:J0:10	-1.1679432	7.878394
293T_TFF1_DNA_Pool-2_11A:32:Z3:06	0.3694425	9.851237
293T_TFF1_DNA_Pool-2_11A:35:54:06	-0.93679184	8.2572
293T_TFF1_DNA_Pool-2_11A:39:T4:10	-2.7592673	10.160268
293T_TFF1_DNA_Pool-2_11A:47:0R:06	0.5505474	6.531616
293T_TFF1_DNA_Pool-2_11A:47:46:08	2.2590168	8.022919
293T_TFF1_DNA_Pool-2_11A:47:X7:02	-0.8624052	11.287249
293T_TFF1_DNA_Pool-2_11A:52:S6:01	1.0718445	8.985239
293T_TFF1_DNA_Pool-2_11A:55:61:01	-0.12774093	8.806669
293T_TFF1_DNA_Pool-2_11A:63:P0:01	0.81644374	7.737132
293T_TFF1_DNA_Pool-2_11A:72:X7:03	-1.0234658	11.081836
293T_TFF1_DNA_Pool-2_11A:80:W2:06	-0.052587815	6.4150605
293T_TFF1_DNA_Pool-2_11A:87:0V:03	-0.098551944	11.027424
293T_TFF1_DNA_Pool-2_11A:91:Z6:01	-0.12528703	7.672877
293T_TFF1_DNA_Pool-2_11A:95:E1:03	-0.93689954	9.095621
293T_TFF1_DNA_Pool-2_11A:95:G0:06	2.19355	7.3869324
293T_TFF1_DNA_Pool-2_11A:95:K2:06	-1.4679887	9.677188
293T_TFF1_DNA_Pool-2_11A:95:S9:09	-0.14510606	8.856429
293T_TFF1_DNA_Pool-2_11A:A7:K2:06	0.120244026	9.668473
293T_TFF1_DNA_Pool-2_11A:A7:T2:06	1.5608504	7.6656046
293T_TFF1_DNA_Pool-2_11A:B2:E2:06	1.1008097	11.003293
293T_TFF1_DNA_Pool-2_11A:B2:R2:03	0.7097799	8.328009
293T_TFF1_DNA_Pool-2_11A:B5:S5:02	0.77208793	8.686428
293T_TFF1_DNA_Pool-2_11A:B5:Z8:06	-1.1505449	7.512061
293T_TFF1_DNA_Pool-2_11A:B6:J0:01	0.6239497	7.0058103
293T_TFF1_DNA_Pool-2_11A:C7:D7:06	-2.6161432	6.8336735
293T_TFF1_DNA_Pool-2_11A:D6:O6:06	1.8658061	6.807599
293T_TFF1_DNA_Pool-2_11A:D6:T4:01	-0.18142687	7.9224696
293T_TFF1_DNA_Pool-2_11A:D9:P0:01	2.5365627	7.1406817
293T_TFF1_DNA_Pool-2_11A:E3:G0:06	-0.53100693	9.26958
293T_TFF1_DNA_Pool-2_11A:E4:P0:01	-1.8745332	7.8217425
293T_TFF1_DNA_Pool-2_11A:F2:S5:04	1.140028	9.094395
293T_TFF1_DNA_Pool-2_11A:G4:Z3:01	-0.27961355	9.593046
293T_TFF1_DNA_Pool-2_11A:H1:68:01	0.22650172	11.362717
293T_TFF1_DNA_Pool-2_11A:I8:54:06	0.0414391	9.51818
293T_TFF1_DNA_Pool-2_11A:I8:Y5:01	1.1538444	6.914024
293T_TFF1_DNA_Pool-2_11A:J1:0K:01	-2.697273	8.331628
293T_TFF1_DNA_Pool-2_11A:J1:0N:04	-0.69819075	8.129113
293T_TFF1_DNA_Pool-2_11A:J1:33:05	-0.6887032	6.4699087
293T_TFF1_DNA_Pool-2_11A:J1:97:01	-1.5097648	9.720136
293T_TFF1_DNA_Pool-2_11A:J1:G0:06	-0.33589223	8.561657
293T_TFF1_DNA_Pool-2_11A:J6:50:06	0.44316062	9.527731
293T_TFF1_DNA_Pool-2_11A:L2:Z3:06	1.6692775	10.4809265
293T_TFF1_DNA_Pool-2_11A:M4:Z2:02	-1.0631893	5.6660666
293T_TFF1_DNA_Pool-2_11A:N2:0N:06	0.7062596	9.106965
293T_TFF1_DNA_Pool-2_11A:N2:M0:06	0.29043096	10.011212
293T_TFF1_DNA_Pool-2_11A:N5:G4:01	0.96491045	6.003545
293T_TFF1_DNA_Pool-2_11A:N9:0N:04	1.2683026	9.390242
293T_TFF1_DNA_Pool-2_11A:N9:98:09	-0.40173823	6.1232586
293T_TFF1_DNA_Pool-2_11A:N9:F2:09	-0.2172938	11.19087
293T_TFF1_DNA_Pool-2_11A:N9:G0:06	-0.77766556	6.8538814
293T_TFF1_DNA_Pool-2_11A:O7:O6:02	-1.718874	10.887484
293T_TFF1_DNA_Pool-2_11A:O7:Z2:02	0.050880454	8.35949
293T_TFF1_DNA_Pool-2_11A:Q4:M8:09	-1.226882	9.150011
293T_TFF1_DNA_Pool-2_11A:Q8:N7:11	-1.8065174	8.582164
293T_TFF1_DNA_Pool-2_11A:R6:C0:01	-1.0012939	7.159522
293T_TFF1_DNA_Pool-2_11A:S7:0N:04	0.6529585	8.647082
293T_TFF1_DNA_Pool-2_11A:S7:G0:06	-2.4797757	6.8970447
293T_TFF1_DNA_Pool-2_11A:S7:H7:04	-1.2551824	9.648593
293T_TFF1_DNA_Pool-2_11A:S8:0F:01	-0.48940212	9.70092
293T_TFF1_DNA_Pool-2_11A:T5:R0:06	-1.0491053	11.110747
293T_TFF1_DNA_Pool-2_11A:T5:X4:05	0.22997373	10.951508
293T_TFF1_DNA_Pool-2_11A:T5:Z3:06	1.0738901	7.2049913
293T_TFF1_DNA_Pool-2_11A:V2:T4:01	-1.6983346	8.4605055
293T_TFF1_DNA_Pool-2_11A:V9:54:06	0.72415036	6.9380465
293T_TFF1_DNA_Pool-2_11A:V9:X7:04	1.1112638	6.492532
293T_TFF1_DNA_Pool-2_11A:W7:B2:03	1.5844595	10.276061
293T_TFF1_DNA_Pool-2_11A:W8:B2:07	-0.82787466	9.556145
293T_TFF1_DNA_Pool-2_11A:X1:61:03	-2.3009186	8.441539
293T_TFF1_DNA_Pool-2_11A:X1:S9:09	-1.2043178	9.509668
293T_TFF1_DNA_Pool-2_11A:X5:0V:06	-0.051643446	6.5007825
293T_TFF1_DNA_Pool-2_11A:X5:30:09	1.8625288	9.040396
293T_TFF1_DNA_Pool-2_11A:X5:58:06	0.20588715	9.402835
293T_TFF1_DNA_Pool-2_11A:X5:B3:02	0.9609648	8.9976
293T_TFF1_DNA_Pool-2_11A:X5:G0:06	-1.500578	7.661864
293T_TFF1_DNA_Pool-2_11A:X6:C0:05	-1.3294064	8.164825
293T_TFF1_DNA_Pool-2_11A:X9:E2:08	-0.16992423	5.88917
293T_TFF1_DNA_Pool-2_11A:Z9:N8:01	1.5797274	8.736343
293T_TFF1_DNA_Pool-2_12H:08:A0:01	1.1462365	7.584196
293T_TFF1_DNA_Pool-2_12H:08:H2:11	2.4940877	8.275775
293T_TFF1_DNA_Pool-2_12H:0D:54:11	0.6251006	8.610147
293T_TFF1_DNA_Pool-2_12H:0H:61:03	0.37966627	8.535866
293T_TFF1_DNA_Pool-2_12H:0H:Q8:12	0.26224127	11.070596
293T_TFF1_DNA_Pool-2_12H:0Q:O5:12	-0.6246482	5.589876
293T_TFF1_DNA_Pool-2_12H:0Q:Y2:01	-0.29742873	11.25236
293T_TFF1_DNA_Pool-2_12H:0X:45:07	-1.6862657	9.483445
293T_TFF1_DNA_Pool-2_12H:0X:54:11	-0.35963887	7.2981124
293T_TFF1_DNA_Pool-2_12H:0X:54:12	-2.4775963	6.6441274
293T_TFF1_DNA_Pool-2_12H:0X:G8:12	1.4596566	8.226192
293T_TFF1_DNA_Pool-2_12H:0X:K2:01	2.6380954	8.308537
293T_TFF1_DNA_Pool-2_12H:0X:T7:02	-1.3222833	9.073593
293T_TFF1_DNA_Pool-2_12H:0X:W2:11	-0.43687963	7.598906
293T_TFF1_DNA_Pool-2_12H:0Y:0B:12	-2.586299	6.8165884
293T_TFF1_DNA_Pool-2_12H:0Y:0N:11	-1.463049	7.7928524
293T_TFF1_DNA_Pool-2_12H:0Y:54:12	-0.47155875	7.56504
293T_TFF1_DNA_Pool-2_12H:0Y:69:11	-0.37680614	8.268415
293T_TFF1_DNA_Pool-2_12H:0Y:L3:12	1.3972782	8.767085
293T_TFF1_DNA_Pool-2_12H:0Y:V3:11	-0.6562353	8.444685
293T_TFF1_DNA_Pool-2_12H:0Y:Y1:11	0.37752968	9.49823
293T_TFF1_DNA_Pool-2_12H:12:F2:01	0.67384756	7.4013596
293T_TFF1_DNA_Pool-2_12H:15:56:01	-0.5379453	9.939229
293T_TFF1_DNA_Pool-2_12H:20:E2:11	-2.5598326	8.310945
293T_TFF1_DNA_Pool-2_12H:24:F6:01	2.5856144	8.214143
293T_TFF1_DNA_Pool-2_12H:32:54:11	0.99310094	8.390261
293T_TFF1_DNA_Pool-2_12H:39:Y6:11	-0.5100217	8.060525
293T_TFF1_DNA_Pool-2_12H:47:0O:12	1.0995299	8.9406185
293T_TFF1_DNA_Pool-2_12H:47:37:12	-2.824891	8.830529
293T_TFF1_DNA_Pool-2_12H:47:F3:01	-1.7202009	8.977093
293T_TFF1_DNA_Pool-2_12H:47:G4:11	1.5318118	7.236266
293T_TFF1_DNA_Pool-2_12H:47:T0:12	0.7829803	8.873423
293T_TFF1_DNA_Pool-2_12H:47:T4:11	0.18118463	5.7094803
293T_TFF1_DNA_Pool-2_12H:47:U6:12	-2.7146683	8.751831
293T_TFF1_DNA_Pool-2_12H:47:Y5:12	0.035736978	6.590877
293T_TFF1_DNA_Pool-2_12H:67:46:11	-2.9274588	7.363564
293T_TFF1_DNA_Pool-2_12H:95:41:01	2.307311	8.605232
293T_TFF1_DNA_Pool-2_12H:95:E2:07	0.120514795	10.471524
293T_TFF1_DNA_Pool-2_12H:95:F2:12	-1.3302213	10.24067
293T_TFF1_DNA_Pool-2_12H:95:O5:01	0.7291328	9.367802
293T_TFF1_DNA_Pool-2_12H:95:O5:11	1.0185316	5.9895935
293T_TFF1_DNA_Pool-2_12H:99:0R:11	-1.1629556	10.548509
293T_TFF1_DNA_Pool-2_12H:99:F2:12	-1.5914704	8.280702
293T_TFF1_DNA_Pool-2_12H:A7:0R:11	-0.95711213	10.734658
293T_TFF1_DNA_Pool-2_12H:A7:F2:01	0.45360622	8.614195
293T_TFF1_DNA_Pool-2_12H:B2:0V:12	-0.8592029	11.271113
293T_TFF1_DNA_Pool-2_12H:B2:76:01	-0.43734777	7.033488
293T_TFF1_DNA_Pool-2_12H:D6:X8:11	-0.73439765	6.289181
293T_TFF1_DNA_Pool-2_12H:E0:56:12	-0.6862396	8.819594
293T_TFF1_DNA_Pool-2_12H:E3:56:04	-0.61337316	10.134915
293T_TFF1_DNA_Pool-2_12H:E4:P4:01	-2.6976323	8.136642
293T_TFF1_DNA_Pool-2_12H:F1:B2:11	-1.9481344	9.13883
293T_TFF1_DNA_Pool-2_12H:G7:F6:11	-0.12245571	9.883477
293T_TFF1_DNA_Pool-2_12H:G8:B2:11	0.22759986	8.36538
293T_TFF1_DNA_Pool-2_12H:H5:78:01	-1.1660832	6.960049
293T_TFF1_DNA_Pool-2_12H:I0:O2:01	-0.46036923	10.03137
293T_TFF1_DNA_Pool-2_12H:I4:S9:01	-1.3746552	8.282213
293T_TFF1_DNA_Pool-2_12H:J1:34:11	-0.5283633	8.36187
293T_TFF1_DNA_Pool-2_12H:J1:F8:01	2.1462464	9.8965435
293T_TFF1_DNA_Pool-2_12H:J1:H3:01	2.2513974	7.43578
293T_TFF1_DNA_Pool-2_12H:J1:H8:07	1.3197187	7.1231866
293T_TFF1_DNA_Pool-2_12H:J1:U1:12	-1.006347	9.063419
293T_TFF1_DNA_Pool-2_12H:J2:24:07	1.5588812	7.8777466
293T_TFF1_DNA_Pool-2_12H:J2:T4:12	0.1689018	8.394931
293T_TFF1_DNA_Pool-2_12H:K7:76:01	-1.9372901	8.9208555
293T_TFF1_DNA_Pool-2_12H:M0:54:01	0.6870488	8.943562
293T_TFF1_DNA_Pool-2_12H:N9:B2:01	0.33853254	6.594401
293T_TFF1_DNA_Pool-2_12H:N9:D0:12	-1.7012184	8.045366
293T_TFF1_DNA_Pool-2_12H:N9:N7:03	1.3219738	8.649218
293T_TFF1_DNA_Pool-2_12H:O7:76:11	-1.9155962	9.941288
293T_TFF1_DNA_Pool-2_12H:P2:58:01	-1.1021982	9.12785
293T_TFF1_DNA_Pool-2_12H:P2:B7:11	0.079578474	9.943611
293T_TFF1_DNA_Pool-2_12H:P2:O2:01	-1.7977183	8.926876
293T_TFF1_DNA_Pool-2_12H:P6:20:04	0.061516397	6.883414
293T_TFF1_DNA_Pool-2_12H:P9:T2:12	-0.34071118	6.3932
293T_TFF1_DNA_Pool-2_12H:Q0:0R:11	0.515637	9.5099
293T_TFF1_DNA_Pool-2_12H:Q0:C4:01	1.194034	10.417244
293T_TFF1_DNA_Pool-2_12H:R9:U6:12	-0.14067376	7.0291615
293T_TFF1_DNA_Pool-2_12H:S7:0R:12	2.0941756	7.866416
293T_TFF1_DNA_Pool-2_12H:S7:H6:01	1.4665375	8.450692
293T_TFF1_DNA_Pool-2_12H:S7:P8:01	-1.3783152	6.0526986
293T_TFF1_DNA_Pool-2_12H:S8:50:11	-1.1424749	8.237437
293T_TFF1_DNA_Pool-2_12H:S8:98:11	-1.9024199	9.969424
293T_TFF1_DNA_Pool-2_12H:S8:B3:01	-0.24597123	11.382713
293T_TFF1_DNA_Pool-2_12H:S8:M8:11	-2.0403478	6.1484246
293T_TFF1_DNA_Pool-2_12H:T1:T4:01	0.16099434	8.607397
