	UMAP1	UMAP2
293T_TFF1_DNA_Pool-2_12H:V2:E1:12	0.2649576	8.944446
293T_TFF1_DNA_Pool-2_12H:V9:X0:01	0.48919013	8.250705
293T_TFF1_DNA_Pool-2_12H:W8:0R:01	-0.08273679	5.696251
293T_TFF1_DNA_Pool-2_12H:X1:49:01	-2.2327607	7.7084775
293T_TFF1_DNA_Pool-2_12H:X5:0F:11	0.1087065	10.1556015
293T_TFF1_DNA_Pool-2_12H:X5:B2:03	-0.049178723	5.9404716
293T_TFF1_DNA_Pool-2_12H:X5:F8:12	1.517223	7.917137
293T_TFF1_DNA_Pool-2_12H:X5:H8:07	1.3471683	9.690562
293T_TFF1_DNA_Pool-2_12H:X5:J0:11	1.1919184	8.875215
293T_TFF1_DNA_Pool-2_12H:X5:M1:11	-0.08708508	7.237429
293T_TFF1_DNA_Pool-2_12H:X9:H6:12	0.09540042	9.522996
293T_TFF1_DNA_Pool-2_12H:Y3:94:01	2.4189067	8.643286
293T_TFF1_DNA_Pool-2_12H:Y3:F3:11	0.63733053	7.754941
293T_TFF1_DNA_Pool-2_12H:Y7:F3:11	-0.23752521	7.8369374
293T_TFF1_DNA_Pool-2_12H:Z5:56:11	-0.32505023	6.8983855
293T_TFF1_DNA_Pool-2_12H:Z5:H8:07	-1.5321866	8.574182
293T_TFF1_DNA_Pool-2_12G:0I:A2:03	2.5024774	7.55285
293T_TFF1_DNA_Pool-2_12G:0Q:D2:05	-2.27385	8.193532
293T_TFF1_DNA_Pool-2_12G:0T:E9:11	-0.59955424	8.882602
293T_TFF1_DNA_Pool-2_12G:0X:D2:06	-0.85510164	7.3016386
293T_TFF1_DNA_Pool-2_12G:0X:I0:05	-1.7762566	7.99153
293T_TFF1_DNA_Pool-2_12G:0X:M4:05	0.604874	9.634852
293T_TFF1_DNA_Pool-2_12G:0X:O2:03	-1.2667845	6.52083
293T_TFF1_DNA_Pool-2_12G:0X:Q1:05	1.413558	8.825431
293T_TFF1_DNA_Pool-2_12G:0X:Z3:02	-0.43278334	7.187237
293T_TFF1_DNA_Pool-2_12G:0Y:J6:08	-0.6117507	7.2884054
293T_TFF1_DNA_Pool-2_12G:0Y:N8:11	1.4803612	6.529223
293T_TFF1_DNA_Pool-2_12G:0Y:Y6:05	0.8009485	8.107681
293T_TFF1_DNA_Pool-2_12G:15:76:05	-0.20706744	5.9455943
293T_TFF1_DNA_Pool-2_12G:23:0V:03	2.2649713	7.3916216
293T_TFF1_DNA_Pool-2_12G:31:26:07	-0.5987377	8.156823
293T_TFF1_DNA_Pool-2_12G:35:Y6:05	0.38156742	10.299115
293T_TFF1_DNA_Pool-2_12G:40:G1:05	1.1250587	11.084104
293T_TFF1_DNA_Pool-2_12G:47:24:04	0.05449969	9.908221
293T_TFF1_DNA_Pool-2_12G:47:N4:03	-1.1518259	6.4137106
293T_TFF1_DNA_Pool-2_12G:55:B2:04	1.8315027	8.905172
293T_TFF1_DNA_Pool-2_12G:71:D3:05	1.5965098	6.511862
293T_TFF1_DNA_Pool-2_12G:71:D3:10	1.8049197	6.7313595
293T_TFF1_DNA_Pool-2_12G:72:G0:04	1.27284	10.283422
293T_TFF1_DNA_Pool-2_12G:91:S9:03	-1.6176356	6.580542
293T_TFF1_DNA_Pool-2_12G:95:56:04	-0.6129004	8.055994
293T_TFF1_DNA_Pool-2_12G:95:G8:09	-2.2953634	8.598562
293T_TFF1_DNA_Pool-2_12G:A3:0V:05	1.0694857	7.094908
293T_TFF1_DNA_Pool-2_12G:A3:U5:11	-2.7601552	8.841424
293T_TFF1_DNA_Pool-2_12G:A4:X4:07	-0.66852576	7.086942
293T_TFF1_DNA_Pool-2_12G:B2:G4:07	-2.0753129	8.405221
293T_TFF1_DNA_Pool-2_12G:B5:41:05	-2.411503	10.018344
293T_TFF1_DNA_Pool-2_12G:B6:E2:05	-2.6707022	8.403877
293T_TFF1_DNA_Pool-2_12G:D1:A2:05	1.0195659	8.449572
293T_TFF1_DNA_Pool-2_12G:D5:54:03	-1.7273458	9.634604
293T_TFF1_DNA_Pool-2_12G:E0:J4:03	-1.6157101	7.6885424
293T_TFF1_DNA_Pool-2_12G:E0:O2:11	-0.6071393	10.676659
293T_TFF1_DNA_Pool-2_12G:E3:46:03	2.1220205	8.094984
293T_TFF1_DNA_Pool-2_12G:E3:H8:03	1.2818571	8.386971
293T_TFF1_DNA_Pool-2_12G:E3:L0:05	-2.6919103	9.054141
293T_TFF1_DNA_Pool-2_12G:E4:J0:03	-0.7318864	11.299843
293T_TFF1_DNA_Pool-2_12G:F1:I1:11	-1.3233802	7.5461345
293T_TFF1_DNA_Pool-2_12G:F7:N3:05	2.1528983	8.050978
293T_TFF1_DNA_Pool-2_12G:G0:L0:07	0.27907747	10.177109
293T_TFF1_DNA_Pool-2_12G:G4:97:05	1.5366243	8.993018
293T_TFF1_DNA_Pool-2_12G:H2:C0:05	-1.7521358	8.799362
293T_TFF1_DNA_Pool-2_12G:H2:M1:03	-0.40558964	10.020025
293T_TFF1_DNA_Pool-2_12G:H6:B3:02	1.4560362	10.384025
293T_TFF1_DNA_Pool-2_12G:H9:M0:05	1.4114745	8.425041
293T_TFF1_DNA_Pool-2_12G:J1:29:01	-1.7364591	10.7943325
293T_TFF1_DNA_Pool-2_12G:J1:34:05	-0.02848966	9.665704
293T_TFF1_DNA_Pool-2_12G:J1:94:05	-2.025215	6.9879427
293T_TFF1_DNA_Pool-2_12G:J9:J3:11	-1.0479485	8.735189
293T_TFF1_DNA_Pool-2_12G:K8:0R:11	1.1333556	8.573185
293T_TFF1_DNA_Pool-2_12G:M3:29:02	-1.0021473	8.314508
293T_TFF1_DNA_Pool-2_12G:N9:06:05	-0.29757786	7.7013273
293T_TFF1_DNA_Pool-2_12G:N9:28:01	-1.2938371	9.71581
293T_TFF1_DNA_Pool-2_12G:N9:56:04	0.44288954	8.171411
293T_TFF1_DNA_Pool-2_12G:N9:E6:11	-0.6325529	8.511104
293T_TFF1_DNA_Pool-2_12G:N9:J8:07	0.6770496	6.9379735
293T_TFF1_DNA_Pool-2_12G:N9:O5:03	1.0343581	6.4898744
293T_TFF1_DNA_Pool-2_12G:N9:T0:04	0.34188974	7.453071
293T_TFF1_DNA_Pool-2_12G:O3:L7:11	-1.465042	7.714649
293T_TFF1_DNA_Pool-2_12G:O7:N8:03	-1.1171378	10.459774
293T_TFF1_DNA_Pool-2_12G:P5:N8:05	-0.7368217	9.923231
293T_TFF1_DNA_Pool-2_12G:R1:A6:01	-1.5105169	8.095048
293T_TFF1_DNA_Pool-2_12G:R1:W2:05	0.7857263	9.030692
293T_TFF1_DNA_Pool-2_12G:R2:A4:11	-0.57246256	10.301488
293T_TFF1_DNA_Pool-2_12G:R2:F2:05	0.5160005	7.779746
293T_TFF1_DNA_Pool-2_12G:R5:97:05	0.22179283	9.189675
293T_TFF1_DNA_Pool-2_12G:R6:0O:05	-0.5547941	6.115984
293T_TFF1_DNA_Pool-2_12G:R6:O6:03	-1.1253164	8.457456
293T_TFF1_DNA_Pool-2_12G:S0:50:05	1.0173346	5.9953437
293T_TFF1_DNA_Pool-2_12G:S3:E6:03	-1.0672268	9.073357
293T_TFF1_DNA_Pool-2_12G:S4:D2:11	-0.35199544	6.5939765
293T_TFF1_DNA_Pool-2_12G:S7:34:05	-0.23476623	8.044389
293T_TFF1_DNA_Pool-2_12G:S7:56:04	0.5945886	9.745669
293T_TFF1_DNA_Pool-2_12G:S7:78:07	-2.9932575	7.282184
293T_TFF1_DNA_Pool-2_12G:S7:B0:05	1.0009644	7.7837234
293T_TFF1_DNA_Pool-2_12G:S7:G8:09	0.38402313	10.2046
293T_TFF1_DNA_Pool-2_12G:S7:Y6:05	0.5818771	7.447268
293T_TFF1_DNA_Pool-2_12G:S8:24:04	-0.13177365	9.920838
293T_TFF1_DNA_Pool-2_12G:S8:25:06	-0.013812207	9.489089
293T_TFF1_DNA_Pool-2_12G:S8:G0:03	-0.5534331	9.138773
293T_TFF1_DNA_Pool-2_12G:S8:J8:11	0.8297459	9.13387
293T_TFF1_DNA_Pool-2_12G:T2:28:07	0.09173507	5.6168175
293T_TFF1_DNA_Pool-2_12G:T5:O2:11	-0.6853857	7.179889
293T_TFF1_DNA_Pool-2_12G:U4:72:05	0.73492897	7.2475023
293T_TFF1_DNA_Pool-2_12G:V1:A6:07	0.6560002	7.396719
293T_TFF1_DNA_Pool-2_12G:V9:0W:11	-1.0605841	8.658151
293T_TFF1_DNA_Pool-2_12G:W0:0R:03	-1.2550582	9.341026
293T_TFF1_DNA_Pool-2_12G:W8:L8:11	0.23003338	10.05167
293T_TFF1_DNA_Pool-2_12G:X5:56:04	1.0542251	9.003276
293T_TFF1_DNA_Pool-2_12G:X5:84:03	-1.5772655	7.8688297
293T_TFF1_DNA_Pool-2_12G:X5:A6:03	1.7584841	6.7388353
293T_TFF1_DNA_Pool-2_12G:X5:B3:02	-1.804629	9.277252
293T_TFF1_DNA_Pool-2_12G:X5:C4:10	2.0599525	8.9369955
293T_TFF1_DNA_Pool-2_12G:X5:S9:03	-1.2692734	9.777231
293T_TFF1_DNA_Pool-2_12G:X5:T8:07	-3.0084229	8.330692
293T_TFF1_DNA_Pool-2_12G:X5:U6:05	-0.54402775	7.823207
293T_TFF1_DNA_Pool-2_12G:Y3:H3:11	-2.489679	7.869828
293T_TFF1_DNA_Pool-2_12G:Y3:Y6:03	-2.4787884	8.027684
293T_TFF1_DNA_Pool-2_12F:08:0K:04	-2.12679	10.320529
293T_TFF1_DNA_Pool-2_12F:08:56:04	-1.8171635	9.218972
293T_TFF1_DNA_Pool-2_12F:08:R2:04	-1.8096807	10.857166
293T_TFF1_DNA_Pool-2_12F:0H:61:03	0.231007	5.797935
293T_TFF1_DNA_Pool-2_12F:0H:E8:02	-1.8843193	10.215948
293T_TFF1_DNA_Pool-2_12F:0T:M4:11	1.3005112	8.286372
293T_TFF1_DNA_Pool-2_12F:0X:49:04	0.0019017847	9.777699
293T_TFF1_DNA_Pool-2_12F:0X:56:04	0.6768255	9.748271
293T_TFF1_DNA_Pool-2_12F:0X:D4:04	-1.6167881	8.965436
293T_TFF1_DNA_Pool-2_12F:0X:G4:04	-0.31132278	7.5152106
293T_TFF1_DNA_Pool-2_12F:0X:M4:04	-1.9854178	9.489118
293T_TFF1_DNA_Pool-2_12F:0X:N7:03	-1.2628641	9.22377
293T_TFF1_DNA_Pool-2_12F:0X:R0:04	2.209407	7.827567
293T_TFF1_DNA_Pool-2_12F:0X:Y1:10	0.08942517	7.938079
293T_TFF1_DNA_Pool-2_12F:0Y:56:04	1.7618766	6.7235804
293T_TFF1_DNA_Pool-2_12F:0Y:72:05	0.20734523	6.6544523
293T_TFF1_DNA_Pool-2_12F:15:98:04	0.30628216	10.334941
293T_TFF1_DNA_Pool-2_12F:15:X8:04	2.3949382	9.263283
293T_TFF1_DNA_Pool-2_12F:20:J0:04	-0.8956735	11.29676
293T_TFF1_DNA_Pool-2_12F:23:B6:05	-1.1190219	9.223163
293T_TFF1_DNA_Pool-2_12F:23:G4:04	-2.5003486	9.743275
293T_TFF1_DNA_Pool-2_12F:31:50:04	0.64438534	9.915922
293T_TFF1_DNA_Pool-2_12F:36:L3:03	1.4959277	9.3593855
293T_TFF1_DNA_Pool-2_12F:39:76:05	2.2778726	8.744457
293T_TFF1_DNA_Pool-2_12F:47:50:04	0.47581816	6.3518724
293T_TFF1_DNA_Pool-2_12F:47:56:04	1.6498165	7.3482676
293T_TFF1_DNA_Pool-2_12F:47:N7:03	-1.4311274	8.639328
293T_TFF1_DNA_Pool-2_12F:47:P8:04	0.3581148	6.809438
293T_TFF1_DNA_Pool-2_12F:51:M0:04	-2.5311685	6.810643
293T_TFF1_DNA_Pool-2_12F:52:77:02	1.0633048	5.850331
293T_TFF1_DNA_Pool-2_12F:56:G4:04	-0.26506597	5.8988175
293T_TFF1_DNA_Pool-2_12F:56:N8:04	-0.64803994	7.959922
293T_TFF1_DNA_Pool-2_12F:59:B0:01	-0.9102625	8.415873
293T_TFF1_DNA_Pool-2_12F:60:E2:04	0.55316293	9.833109
293T_TFF1_DNA_Pool-2_12F:60:K0:02	0.34599164	9.318704
293T_TFF1_DNA_Pool-2_12F:67:B3:04	-2.3060117	6.982479
293T_TFF1_DNA_Pool-2_12F:79:13:01	-0.11111209	8.83196
293T_TFF1_DNA_Pool-2_12F:80:E2:02	-2.2297714	9.584184
293T_TFF1_DNA_Pool-2_12F:83:46:04	-0.9635876	9.409991
293T_TFF1_DNA_Pool-2_12F:83:E2:02	0.3098401	8.062873
293T_TFF1_DNA_Pool-2_12F:83:J6:03	-0.028158693	9.166248
293T_TFF1_DNA_Pool-2_12F:83:T0:06	0.2694436	10.974683
293T_TFF1_DNA_Pool-2_12F:95:56:04	0.04179097	8.14044
293T_TFF1_DNA_Pool-2_12F:95:L6:11	-1.1657991	7.7261047
293T_TFF1_DNA_Pool-2_12F:A3:G8:02	-2.3656662	9.0392685
293T_TFF1_DNA_Pool-2_12F:A4:56:04	-0.80298656	11.437078
293T_TFF1_DNA_Pool-2_12F:A4:T4:04	1.3297737	6.986161
293T_TFF1_DNA_Pool-2_12F:B1:45:04	-1.2926903	9.928981
293T_TFF1_DNA_Pool-2_12F:B6:0O:04	1.8981525	7.3163805
293T_TFF1_DNA_Pool-2_12F:B6:13:04	1.4440777	10.358609
293T_TFF1_DNA_Pool-2_12F:B9:Q0:04	-2.0552986	9.682204
293T_TFF1_DNA_Pool-2_12F:B9:U1:01	0.15210019	8.445954
293T_TFF1_DNA_Pool-2_12F:C8:0F:07	-2.5284314	9.036076
293T_TFF1_DNA_Pool-2_12F:E3:56:04	-2.568115	7.1128035
293T_TFF1_DNA_Pool-2_12F:E3:C0:10	0.20971626	7.2167497
293T_TFF1_DNA_Pool-2_12F:E3:N7:03	-0.502679	10.721822
293T_TFF1_DNA_Pool-2_12F:E3:T8:04	1.2262496	10.969774
293T_TFF1_DNA_Pool-2_12F:F1:B6:02	-0.0018440393	10.971612
293T_TFF1_DNA_Pool-2_12F:F2:T4:04	-2.3465438	10.132173
293T_TFF1_DNA_Pool-2_12F:F9:C4:04	-1.4542913	9.244072
293T_TFF1_DNA_Pool-2_12F:G3:56:04	-1.477832	6.475693
293T_TFF1_DNA_Pool-2_12F:G8:B2:11	-1.6243007	8.298619
293T_TFF1_DNA_Pool-2_12F:I4:94:04	-1.8563251	5.9603214
293T_TFF1_DNA_Pool-2_12F:J1:0J:03	1.3029135	10.301602
293T_TFF1_DNA_Pool-2_12F:J1:56:04	0.22902207	5.70032
293T_TFF1_DNA_Pool-2_12F:J1:K2:02	-0.7144596	9.978268
293T_TFF1_DNA_Pool-2_12F:J1:X7:09	-1.1988765	8.569489
293T_TFF1_DNA_Pool-2_12F:J5:56:04	-2.189441	6.6267567
293T_TFF1_DNA_Pool-2_12F:J9:X0:12	-0.97766834	7.2212596
293T_TFF1_DNA_Pool-2_12F:L6:0R:04	1.7680715	9.803268
293T_TFF1_DNA_Pool-2_12F:L9:69:04	1.6331934	10.410363
293T_TFF1_DNA_Pool-2_12F:M3:29:02	-0.6567492	10.172156
293T_TFF1_DNA_Pool-2_12F:N1:46:03	-3.1002815	7.96242
293T_TFF1_DNA_Pool-2_12F:N9:29:02	0.77230185	7.696133
293T_TFF1_DNA_Pool-2_12F:N9:46:05	-0.32134628	5.8522053
293T_TFF1_DNA_Pool-2_12F:N9:56:04	-0.870911	11.338777
293T_TFF1_DNA_Pool-2_12F:N9:F6:04	1.1555629	10.438261
293T_TFF1_DNA_Pool-2_12F:O3:V3:05	0.29450738	9.204612
293T_TFF1_DNA_Pool-2_12F:O7:56:04	-1.4332937	8.585594
293T_TFF1_DNA_Pool-2_12F:O7:A0:03	0.97396713	7.7773557
293T_TFF1_DNA_Pool-2_12F:O7:A0:11	2.4198132	8.753904
293T_TFF1_DNA_Pool-2_12F:O7:B2:08	0.6302238	7.7482486
293T_TFF1_DNA_Pool-2_12F:O7:N8:03	-0.8253872	7.8308816
293T_TFF1_DNA_Pool-2_12F:P2:98:11	-1.9455938	7.7078753
293T_TFF1_DNA_Pool-2_12F:P2:B2:04	-0.49374175	6.0668135
293T_TFF1_DNA_Pool-2_12F:P5:O5:02	0.50706905	5.674258
293T_TFF1_DNA_Pool-2_12F:Q0:B2:01	-0.25075412	6.635715
293T_TFF1_DNA_Pool-2_12F:Q4:Z8:05	1.7958164	8.136516
293T_TFF1_DNA_Pool-2_12F:Q8:T4:03	0.6691632	8.375085
293T_TFF1_DNA_Pool-2_12F:R9:54:04	-0.29240096	6.930677
293T_TFF1_DNA_Pool-2_12F:S7:56:04	-0.047941387	5.91149
293T_TFF1_DNA_Pool-2_12F:S7:W0:03	-0.58380723	10.290301
293T_TFF1_DNA_Pool-2_12F:S7:Y1:04	-1.3743129	10.676685
293T_TFF1_DNA_Pool-2_12F:S8:0N:04	-0.41890094	9.251731
293T_TFF1_DNA_Pool-2_12F:S8:56:04	-1.2500136	7.227289
293T_TFF1_DNA_Pool-2_12F:S8:94:03	0.37404853	8.335578
293T_TFF1_DNA_Pool-2_12F:S8:G5:04	0.844387	10.4978485
293T_TFF1_DNA_Pool-2_12F:T5:A4:07	0.6831954	8.367963
293T_TFF1_DNA_Pool-2_12F:T6:F3:04	-0.65325	6.463213
293T_TFF1_DNA_Pool-2_12F:U8:Z8:04	1.2444203	9.41972
293T_TFF1_DNA_Pool-2_12F:V2:J4:04	-0.530003	7.9771523
293T_TFF1_DNA_Pool-2_12F:V6:0F:01	-0.4581123	8.441387
293T_TFF1_DNA_Pool-2_12F:V6:76:04	1.063744	8.05336
293T_TFF1_DNA_Pool-2_12F:X1:0R:01	1.6775938	6.9723735
293T_TFF1_DNA_Pool-2_12F:X1:Z3:04	-0.23780693	8.832784
293T_TFF1_DNA_Pool-2_12F:X5:06:05	0.38933194	7.374803
293T_TFF1_DNA_Pool-2_12F:X5:0I:01	-0.90771955	8.554828
293T_TFF1_DNA_Pool-2_12F:X5:56:04	0.17475757	8.16642
293T_TFF1_DNA_Pool-2_12F:X5:66:08	-0.37219927	10.323543
293T_TFF1_DNA_Pool-2_12F:X5:80:04	0.1557909	7.5979977
293T_TFF1_DNA_Pool-2_12F:X5:C8:03	1.9537734	7.205382
293T_TFF1_DNA_Pool-2_12F:X5:C8:04	1.5035049	9.35679
293T_TFF1_DNA_Pool-2_12F:X5:E1:01	-0.9246662	7.4103613
293T_TFF1_DNA_Pool-2_12F:X5:O2:11	0.86739993	7.002373
293T_TFF1_DNA_Pool-2_12F:X5:S5:03	0.898359	8.602717
293T_TFF1_DNA_Pool-2_12F:X5:S5:04	-1.4709123	8.075919
293T_TFF1_DNA_Pool-2_12F:X5:S9:03	1.0149822	9.6746855
293T_TFF1_DNA_Pool-2_12F:X5:X8:04	-0.48234323	8.354092
293T_TFF1_DNA_Pool-2_12F:X9:Z3:02	-0.25650203	7.647593
293T_TFF1_DNA_Pool-2_12F:Z2:R2:03	-0.33103222	5.7825
293T_TFF1_DNA_Pool-2_12F:Z5:K4:04	-0.87651217	5.82226
293T_TFF1_DNA_Pool-2_12F:Z6:Q8:04	-2.1977444	7.9160028
293T_TFF1_DNA_Pool-2_12E:08:56:04	-0.8973435	9.624487
293T_TFF1_DNA_Pool-2_12E:0E:0R:09	0.91919047	6.5946455
293T_TFF1_DNA_Pool-2_12E:0H:C4:09	-1.8630433	7.2939105
293T_TFF1_DNA_Pool-2_12E:0M:O2:09	1.4098351	9.947214
293T_TFF1_DNA_Pool-2_12E:0P:49:01	-0.34931654	9.491777
293T_TFF1_DNA_Pool-2_12E:0T:M4:01	0.40965798	8.012394
293T_TFF1_DNA_Pool-2_12E:0T:M4:11	0.30692905	7.3044605
293T_TFF1_DNA_Pool-2_12E:0X:08:09	-0.23942623	9.22703
293T_TFF1_DNA_Pool-2_12E:0X:0I:04	0.2879879	6.4336104
293T_TFF1_DNA_Pool-2_12E:0X:46:09	-1.0497714	9.461962
293T_TFF1_DNA_Pool-2_12E:0X:56:04	1.6218615	8.92136
293T_TFF1_DNA_Pool-2_12E:0X:N3:11	1.9631041	9.600983
293T_TFF1_DNA_Pool-2_12E:0X:O9:01	1.5127635	8.292997
293T_TFF1_DNA_Pool-2_12E:0X:P8:09	-2.2665124	8.333968
293T_TFF1_DNA_Pool-2_12E:0X:Q0:09	-1.5027176	8.543118
293T_TFF1_DNA_Pool-2_12E:0Y:25:06	0.34014624	6.590193
293T_TFF1_DNA_Pool-2_12E:0Y:56:04	-0.8050557	9.608539
293T_TFF1_DNA_Pool-2_12E:0Y:E2:11	-0.2546474	10.426998
293T_TFF1_DNA_Pool-2_12E:0Y:K1:11	0.012884043	8.014013
293T_TFF1_DNA_Pool-2_12E:19:P0:01	1.1908106	8.84786
293T_TFF1_DNA_Pool-2_12E:43:X8:09	0.095092066	6.5792537
293T_TFF1_DNA_Pool-2_12E:47:17:11	-0.9336246	9.139204
293T_TFF1_DNA_Pool-2_12E:56:T4:11	0.9046956	9.438488
293T_TFF1_DNA_Pool-2_12E:67:N8:11	-1.3618265	10.26743
293T_TFF1_DNA_Pool-2_12E:68:56:04	-0.89736044	7.577333
293T_TFF1_DNA_Pool-2_12E:68:J4:11	-0.6303449	7.7779946
293T_TFF1_DNA_Pool-2_12E:71:E2:11	-1.4768127	10.493617
293T_TFF1_DNA_Pool-2_12E:87:A0:09	1.9698155	9.042798
293T_TFF1_DNA_Pool-2_12E:95:54:11	-1.5706099	10.44643
293T_TFF1_DNA_Pool-2_12E:95:Y2:09	-2.2208931	8.951017
293T_TFF1_DNA_Pool-2_12E:95:Y6:09	-1.4387898	8.058857
293T_TFF1_DNA_Pool-2_12E:99:U6:01	1.3403926	9.544445
293T_TFF1_DNA_Pool-2_12E:A0:H0:12	-1.1151963	7.0805907
293T_TFF1_DNA_Pool-2_12E:A4:56:04	-0.17949395	11.075854
293T_TFF1_DNA_Pool-2_12E:A4:Q8:05	-1.7399356	9.89714
293T_TFF1_DNA_Pool-2_12E:A7:H8:09	2.482842	9.338856
293T_TFF1_DNA_Pool-2_12E:B1:X0:09	-1.8632597	8.739253
293T_TFF1_DNA_Pool-2_12E:B5:Q0:11	-0.11321083	6.6785846
293T_TFF1_DNA_Pool-2_12E:D1:J0:11	0.16896878	8.195694
293T_TFF1_DNA_Pool-2_12E:E3:49:05	0.300202	9.216392
293T_TFF1_DNA_Pool-2_12E:E3:B3:02	-1.227704	6.3595166
293T_TFF1_DNA_Pool-2_12E:E3:N0:09	-1.9142894	10.518957
293T_TFF1_DNA_Pool-2_12E:E3:S9:11	0.8050962	8.707099
293T_TFF1_DNA_Pool-2_12E:E3:U1:09	-0.5520362	8.265491
293T_TFF1_DNA_Pool-2_12E:E4:T0:04	-1.4984769	7.6822023
293T_TFF1_DNA_Pool-2_12E:E7:J8:09	-2.1273987	10.149976
293T_TFF1_DNA_Pool-2_12E:F2:17:11	-2.8086069	10.239698
293T_TFF1_DNA_Pool-2_12E:H1:J4:09	-1.1435477	10.017619
293T_TFF1_DNA_Pool-2_12E:H6:B3:02	0.31591105	6.6934333
293T_TFF1_DNA_Pool-2_12E:H9:24:06	0.557779	7.843857
293T_TFF1_DNA_Pool-2_12E:I3:T0:03	-2.3756025	8.175343
293T_TFF1_DNA_Pool-2_12E:J1:25:06	0.7988891	8.98451
293T_TFF1_DNA_Pool-2_12E:J1:N0:02	0.61252546	5.631208
293T_TFF1_DNA_Pool-2_12E:J1:O5:11	-0.92963856	11.00942
293T_TFF1_DNA_Pool-2_12E:J1:S5:09	-2.6139398	8.097912
293T_TFF1_DNA_Pool-2_12E:J1:T8:09	0.5702818	8.900139
293T_TFF1_DNA_Pool-2_12E:K0:B2:09	-1.5197165	7.836521
293T_TFF1_DNA_Pool-2_12E:L1:M0:01	0.60687506	12.042005
293T_TFF1_DNA_Pool-2_12E:L9:K2:09	-1.1753739	7.9841814
293T_TFF1_DNA_Pool-2_12E:M3:Y6:09	-1.719573	10.587389
293T_TFF1_DNA_Pool-2_12E:M4:56:04	-1.9129269	8.781569
293T_TFF1_DNA_Pool-2_12E:M4:C8:09	1.1237915	9.239223
293T_TFF1_DNA_Pool-2_12E:N9:25:06	1.6484927	7.634735
293T_TFF1_DNA_Pool-2_12E:N9:56:04	1.3451872	8.495488
293T_TFF1_DNA_Pool-2_12E:N9:98:09	0.4260918	8.983432
293T_TFF1_DNA_Pool-2_12E:N9:Q5:07	-0.5795688	9.70728
293T_TFF1_DNA_Pool-2_12E:N9:U5:04	0.2909548	8.431125
293T_TFF1_DNA_Pool-2_12E:O7:13:09	2.0082898	9.938254
293T_TFF1_DNA_Pool-2_12E:O7:N8:03	2.529732	7.607643
293T_TFF1_DNA_Pool-2_12E:Q7:29:03	-1.9506593	8.667827
293T_TFF1_DNA_Pool-2_12E:R1:U6:01	0.09697335	8.721778
293T_TFF1_DNA_Pool-2_12E:S0:C4:09	0.08976389	8.937057
293T_TFF1_DNA_Pool-2_12E:S7:H7:11	-1.108287	7.289173
293T_TFF1_DNA_Pool-2_12E:S7:H8:01	-0.9135781	11.076605
293T_TFF1_DNA_Pool-2_12E:S7:K2:09	0.60220194	9.468678
293T_TFF1_DNA_Pool-2_12E:S8:66:03	-0.68398386	8.583998
293T_TFF1_DNA_Pool-2_12E:S8:84:09	-1.294463	6.441235
293T_TFF1_DNA_Pool-2_12E:S8:F6:09	-0.5257184	8.052042
293T_TFF1_DNA_Pool-2_12E:S8:U6:11	0.9359436	5.997053
293T_TFF1_DNA_Pool-2_12E:T6:C4:11	0.7570484	7.2980504
293T_TFF1_DNA_Pool-2_12E:U4:93:11	1.125639	10.539805
293T_TFF1_DNA_Pool-2_12E:U7:O1:09	-2.1275556	7.890044
293T_TFF1_DNA_Pool-2_12E:U8:Q4:09	-0.19628619	8.315946
293T_TFF1_DNA_Pool-2_12E:V2:U5:04	2.0064487	8.870346
293T_TFF1_DNA_Pool-2_12E:V6:M0:11	-0.24475472	7.271046
293T_TFF1_DNA_Pool-2_12E:W3:A2:11	-0.7837345	10.323638
293T_TFF1_DNA_Pool-2_12E:W7:93:11	-0.03237382	8.9314995
293T_TFF1_DNA_Pool-2_12E:X5:17:05	-1.6792842	10.120709
293T_TFF1_DNA_Pool-2_12E:X5:56:04	-2.0428069	9.518508
293T_TFF1_DNA_Pool-2_12E:X5:Q8:09	-2.5624444	6.9027996
293T_TFF1_DNA_Pool-2_12E:X5:S9:03	-1.0233575	11.325273
293T_TFF1_DNA_Pool-2_12E:X5:U6:01	0.76823384	7.117523
293T_TFF1_DNA_Pool-2_12E:X6:98:11	-0.051787805	8.877841
293T_TFF1_DNA_Pool-2_12E:X6:G2:09	-2.2626526	7.868957
293T_TFF1_DNA_Pool-2_12E:Y8:E6:11	-1.3607302	9.709559
293T_TFF1_DNA_Pool-2_12E:Z5:0K:09	0.5153562	7.970582
293T_TFF1_DNA_Pool-2_12E:Z5:H2:09	-2.5635695	8.591791
293T_TFF1_DNA_Pool-2_12E:Z5:N8:11	2.0016038	8.3336315
293T_TFF1_DNA_Pool-2_12E:Z9:G8:12	-1.0169502	8.572545
293T_TFF1_DNA_Pool-2_12E:Z9:T7:09	1.6323184	7.546657
293T_TFF1_DNA_Pool-2_12D:0H:61:03	0.20360176	9.145711
293T_TFF1_DNA_Pool-2_12D:0X:0N:04	-3.1822698	8.181708
293T_TFF1_DNA_Pool-2_12D:0X:17:05	-0.572427	8.528199
293T_TFF1_DNA_Pool-2_12D:0X:77:02	0.58384675	7.6794877
293T_TFF1_DNA_Pool-2_12D:0Y:B2:11	-0.94195527	9.722575
293T_TFF1_DNA_Pool-2_12D:0Y:B3:02	1.0334319	7.8184724
293T_TFF1_DNA_Pool-2_12D:0Y:S6:07	1.4381906	7.536049
